
03/01/2018: Error: Uncaught TypeError: Cannot read property 'ciao' of undefined, Script: http://localhost/js/PONTEGGI_SOSPESI/FormPonteggioSospeso.js  Line: 151
05/05/2018, 07:05:43: Error: Uncaught ReferenceError: Basculante is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
05/05/2018, 07:05:21: Error: Uncaught ReferenceError: Basculante is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
05/05/2018, 07:05:21: Error: Uncaught ReferenceError: Basculante is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
05/05/2018, 07:05:19: Error: Uncaught TypeError: FormPonteggioSospeso is not a constructor, Script: http://localhost/cerrato_new/index.html#  Line: 1
05/05/2018, 07:05:13: Error: Uncaught TypeError: FormPonteggioSospeso is not a constructor, Script: http://localhost/cerrato_new/index.html#  Line: 1
05/05/2018, 07:05:18: Error: Uncaught TypeError: FormPonteggioSospeso is not a constructor, Script: http://localhost/cerrato_new/index.html#  Line: 1
05/05/2018, 07:05:24: Error: Uncaught TypeError: FormPonteggioSospeso is not a constructor, Script: http://localhost/cerrato_new/index.html#  Line: 1
05/05/2018, 07:05:12: Error: Uncaught TypeError: FormPonteggioSospeso is not a constructor, Script: http://localhost/cerrato_new/index.html#  Line: 1
05/05/2018, 07:05:16: Error: Uncaught TypeError: Cannot read property 'substring' of undefined, Script: http://localhost/cerrato_new/index.html#  Line: 285
05/05/2018, 07:05:37: Error: Uncaught TypeError: Cannot read property 'substring' of undefined, Script: http://localhost/cerrato_new/index.html#  Line: 285
05/05/2018, 07:05:55: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
07/05/2018, 02:05:45: Error: Uncaught TypeError: $(...).va is not a function, Script: http://localhost/cerrato_new/index.html  Line: 58
07/05/2018, 02:05:48: Error: Uncaught TypeError: $(...).va is not a function, Script: http://localhost/cerrato_new/index.html  Line: 58
07/05/2018, 02:05:52: Error: Uncaught TypeError: $(...).va is not a function, Script: http://localhost/cerrato_new/index.html  Line: 58
07/05/2018, 02:05:54: Error: Uncaught TypeError: $(...).va is not a function, Script: http://localhost/cerrato_new/index.html  Line: 58
07/05/2018, 07:05:37: Error: Uncaught ReferenceError: html is not defined, Script: http://localhost/cerrato_new/js/ASCENSORI/FormAscensore.js?R=21  Line: 79
07/05/2018, 08:05:08: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
07/05/2018, 08:05:46: Error: Uncaught TypeError: _this.loadSezione is not a function, Script: http://localhost/cerrato_new/js/HOME/Home.js?R=22  Line: 47
07/05/2018, 08:05:47: Error: Uncaught TypeError: _this.loadSezione is not a function, Script: http://localhost/cerrato_new/js/HOME/Home.js?R=22  Line: 47
07/05/2018, 08:05:47: Error: Uncaught TypeError: _this.loadSezione is not a function, Script: http://localhost/cerrato_new/js/HOME/Home.js?R=22  Line: 52
07/05/2018, 08:05:48: Error: Uncaught TypeError: _this.loadSezione is not a function, Script: http://localhost/cerrato_new/js/HOME/Home.js?R=22  Line: 52
07/05/2018, 08:05:48: Error: Uncaught TypeError: _this.loadSezione is not a function, Script: http://localhost/cerrato_new/js/HOME/Home.js?R=22  Line: 52
07/05/2018, 08:05:25: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
08/05/2018, 12:05:27: Error: Uncaught ReferenceError: datoPassaggioPedonale is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
08/05/2018, 12:05:09: Error: Uncaught ReferenceError: datoPassaggioPedonale is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
09/05/2018, 07:05:44: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:19: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:45: Error: Uncaught TypeError: $(...).livequery is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:25: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 106
09/05/2018, 07:05:55: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:55: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:59: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/  Line: 708
09/05/2018, 07:05:17: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:41: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:07: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:59: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:27: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:31: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/  Line: 707
09/05/2018, 07:05:55: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:58: Error: Uncaught TypeError: $(...).livequery is not a function, Script: http://localhost/cerrato_new/  Line: 707
09/05/2018, 07:05:52: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:40: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:13: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:24: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:22: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:28: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:45: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:37: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:52: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:18: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:53: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:12: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:25: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 07:05:30: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 08:05:41: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 08:05:13: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:18: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:53: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:35: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:10: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:37: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:50: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:37: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:54: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
09/05/2018, 01:05:17: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
10/05/2018, 06:05:04: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
10/05/2018, 06:05:25: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
10/05/2018, 06:05:25: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
10/05/2018, 06:05:27: Error: Uncaught ReferenceError: Invalid left-hand side expression in postfix operation, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
10/05/2018, 06:05:30: Error: Uncaught ReferenceError: Invalid left-hand side expression in postfix operation, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
10/05/2018, 06:05:09: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js  Line: 105
10/05/2018, 06:05:36: Error: Uncaught ReferenceError: Invalid left-hand side expression in postfix operation, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
10/05/2018, 07:05:26: Error: Uncaught ReferenceError: Invalid left-hand side expression in postfix operation, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 3
10/05/2018, 07:05:56: Error: Uncaught ReferenceError: asdasdasd is not defined, Script: http://localhost/cerrato_new/js/PONTEGGI_SOSPESI/FormPonteggioSospeso.js?R=21  Line: 31
10/05/2018, 07:05:08: Error: Uncaught ReferenceError: asdasdasd is not defined, Script: http://localhost/cerrato_new/#  Line: 12
10/05/2018, 07:05:06: Error: Uncaught ReferenceError: asdasdasd is not defined, Script: http://localhost/cerrato_new/#  Line: 12
10/05/2018, 07:05:45: Error: Uncaught ReferenceError: asdasasd is not defined, Script: http://localhost/cerrato_new/#  Line: 11
10/05/2018, 07:05:15: Error: Uncaught ReferenceError: asdasasd is not defined, Script: http://localhost/cerrato_new/#  Line: 11
10/05/2018, 07:05:16: Error: Script error., Script:   Line: 0
10/05/2018, 07:05:48: Error: Uncaught ReferenceError: asdasasd is not defined, Script: http://localhost/cerrato_new/#  Line: 11
10/05/2018, 07:05:41: Error: Uncaught ReferenceError: asdasasd is not defined, Script: http://localhost/cerrato_new/#  Line: 11
10/05/2018, 07:05:48: Error: Uncaught ReferenceError: asdasasd is not defined, Script: http://localhost/cerrato_new/#  Line: 11
10/05/2018, 05:05:40: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 11:05:54: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 11:05:11: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:29: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:59: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:14: Error: Uncaught ReferenceError: P_TABELLA_PREVENTIVI_UTENTE is not defined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 39
11/05/2018, 12:05:35: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:41: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:20: Error: Uncaught ReferenceError: validita is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:59: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:47: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:05: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:27: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 12:05:37: Error: Uncaught TypeError: $(...).datepicker is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/05/2018, 04:05:59: Error: Uncaught TypeError: Cannot read property 'parent' of undefined, Script: http://localhost/cerrato_new/js/Menu.js  Line: 233
11/05/2018, 04:05:22: Error: Uncaught TypeError: Cannot read property 'parent' of undefined, Script: http://localhost/cerrato_new/js/Menu.js  Line: 233
11/05/2018, 04:05:20: Error: Uncaught TypeError: Cannot read property 'parent' of undefined, Script: http://localhost/cerrato_new/js/Menu.js  Line: 233
11/05/2018, 04:05:59: Error: Uncaught TypeError: Cannot read property 'parent' of undefined, Script: http://localhost/cerrato_new/js/Menu.js  Line: 233
11/05/2018, 04:05:34: Error: Uncaught TypeError: Cannot read property 'parent' of undefined, Script: http://localhost/cerrato_new/js/Menu.js  Line: 233
11/05/2018, 04:05:00: Error: Uncaught TypeError: Cannot read property 'parent' of undefined, Script: http://localhost/cerrato_new/js/Menu.js  Line: 233
11/05/2018, 04:05:18: Error: Uncaught TypeError: Cannot read property 'parent' of undefined, Script: http://localhost/cerrato_new/js/Menu.js  Line: 233
11/05/2018, 05:05:16: Error: Uncaught TypeError: Cannot read property '0' of undefined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 1007
11/05/2018, 05:05:53: Error: Uncaught TypeError: Cannot read property '0' of undefined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 1007
11/05/2018, 05:05:01: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 1007
11/05/2018, 05:05:53: Error: Uncaught TypeError: Cannot read property 'toLowerCase' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 3
11/05/2018, 06:05:00: Error: Uncaught ReferenceError: preventivo is not defined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 774
11/05/2018, 06:05:05: Error: Uncaught ReferenceError: preventivo is not defined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 775
11/05/2018, 06:05:28: Error: Uncaught TypeError: Cannot set property 'servizi' of undefined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 944
11/05/2018, 06:05:14: Error: Uncaught TypeError: Cannot set property 'servizi' of undefined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 950
11/05/2018, 06:05:46: Error: Uncaught TypeError: Cannot set property 'servizi' of undefined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 952
11/05/2018, 06:05:19: Error: Uncaught TypeError: Cannot set property 'servizi' of undefined, Script: http://localhost/cerrato_new/js/Preventivi/Preventivi.js  Line: 956
15/05/2018, 05:05:59: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/cerrato_new/js/Menu.js?r=10  Line: 122
16/05/2018, 09:05:51: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
16/05/2018, 09:05:57: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
16/05/2018, 02:05:38: Error: Uncaught TypeError: Cannot set property 'classe' of undefined, Script: http://localhost/cerrato_new/js/functions.js  Line: 44
06/08/2018, 11:08:17: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 11:08:47: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 11:08:57: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 11:08:28: Error: Uncaught ReferenceError: fileInferiori is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 11:08:45: Error: Uncaught ReferenceError: fileInferiori is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 11:08:03: Error: Uncaught ReferenceError: fileInferiori is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 11:08:05: Error: Uncaught ReferenceError: fileInferiori is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 11:08:40: Error: Uncaught ReferenceError: fileInferiori is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 03:08:41: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 04:08:51: Error: Uncaught ReferenceError: fileInferiori is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 04:08:33: Error: Uncaught ReferenceError: fileInferiori is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 04:08:12: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 05:08:06: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 05:08:43: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
06/08/2018, 05:08:04: Error: Uncaught TypeError: Cannot read property 'tipologia' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
07/08/2018, 05:08:06: Error: Uncaught ReferenceError: famiglia is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 993
30/08/2018, 04:08:17: Error: Uncaught TypeError: Cannot read property 'id_cliente' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
30/08/2018, 05:08:03: Error: Uncaught ReferenceError: Clienti is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
30/08/2018, 05:08:19: Error: Uncaught ReferenceError: Clienti is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
31/08/2018, 09:08:54: Error: Uncaught ReferenceError: _soglia is not defined, Script: http://localhost/cerrato_new/  Line: 1087
31/08/2018, 09:08:50: Error: Script error., Script:   Line: 0
31/08/2018, 09:08:09: Error: Script error., Script:   Line: 0
07/09/2018, 07:09:54: Error: Uncaught TypeError: Cannot read property 'height' of undefined, Script: http://localhost/cerrato_new/  Line: 163
07/09/2018, 07:09:09: Error: Uncaught TypeError: Cannot read property 'height' of undefined, Script: http://localhost/cerrato_new/#  Line: 163
11/09/2018, 12:09:17: Error: Uncaught ReferenceError: year3 is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/09/2018, 12:09:58: Error: Uncaught ReferenceError: year is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
11/09/2018, 12:09:26: Error: Uncaught ReferenceError: year is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
13/09/2018, 08:09:27: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
13/09/2018, 09:09:54: Error: Script error., Script:   Line: 0
13/09/2018, 10:09:16: Error: Uncaught TypeError: Cannot read property 'costo' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
13/09/2018, 10:09:50: Error: Uncaught TypeError: Cannot read property 'costo' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
13/09/2018, 11:09:02: Error: Uncaught TypeError: Cannot read property 'split' of undefined, Script: http://localhost/cerrato_new/#  Line: 349
13/09/2018, 12:09:40: Error: Uncaught TypeError: Cannot read property 'veletta' of undefined, Script: http://localhost/cerrato_new/#  Line: 211
14/09/2018, 04:09:20: Error: Uncaught TypeError: Cannot read property 'codice' of null, Script: http://localhost/cerrato_new/#  Line: 23
14/09/2018, 04:09:09: Error: Uncaught TypeError: Cannot read property 'codice' of null, Script: http://localhost/cerrato_new/#  Line: 23
25/09/2018, 06:09:24: Error: Uncaught TypeError: Cannot read property 'codice' of undefined, Script: http://localhost/cerrato_new/index.html#  Line: 91
25/09/2018, 07:09:44: Error: Uncaught ReferenceError: a is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:44: Error: Uncaught ReferenceError: aa is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:44: Error: Uncaught ReferenceError: aaa is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:58: Error: Uncaught ReferenceError: s is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:19: Error: Uncaught SyntaxError: Unexpected identifier, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:19: Error: Uncaught SyntaxError: Unexpected identifier, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:41: Error: Uncaught ReferenceError: a is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:42: Error: Uncaught ReferenceError: aa is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:43: Error: Uncaught ReferenceError: aaa is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
25/09/2018, 07:09:43: Error: Uncaught ReferenceError: aaa is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
02/10/2018, 12:10:20: Error: Uncaught ReferenceError: Sopraluce is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
02/10/2018, 12:10:45: Error: Uncaught ReferenceError: Sopraluce is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 1
02/10/2018, 12:10:46: Error: Uncaught TypeError: Cannot read property 'main' of undefined, Script: http://localhost/cerrato_new/index.html#  Line: 189
02/10/2018, 02:10:33: Error: Uncaught ReferenceError: modello is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
02/10/2018, 02:10:14: Error: Uncaught TypeError: _this.verificaAProgetto is not a function, Script: http://localhost/cerrato_new/index.html#  Line: 557
03/10/2018, 08:10:14: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 08:10:12: Error: Uncaught ReferenceError: control is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 08:10:23: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 10:10:16: Error: Uncaught TypeError: Cannot read property 'codice' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 10:10:42: Error: Uncaught TypeError: Cannot read property 'codice' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 11:10:51: Error: Uncaught TypeError: Cannot read property 'codice' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 11:10:28: Error: Uncaught ReferenceError: i is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 11:10:44: Error: Uncaught ReferenceError: i is not defined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 12:10:26: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 06:10:02: Error: Uncaught TypeError: _this.content is not a function, Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
03/10/2018, 07:10:47: Error: Uncaught TypeError: Cannot read property 'accessori' of undefined, Script: http://localhost/cerrato_new/#  Line: 189
04/10/2018, 08:10:13: Error: Uncaught ReferenceError: sopraluce is not defined, Script: http://localhost/cerrato_new/#  Line: 274
04/10/2018, 08:10:39: Error: Uncaught ReferenceError: sopraluce is not defined, Script: http://localhost/cerrato_new/#  Line: 301
04/10/2018, 12:10:48: Error: Uncaught TypeError: Cannot read property 'codice' of undefined, Script: http://localhost/cerrato_new/index.html  Line: 336
04/10/2018, 01:10:17: Error: Uncaught ReferenceError: passaggioPedonale is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 343
04/10/2018, 01:10:56: Error: Uncaught TypeError: Cannot read property 'costo' of undefined, Script: http://localhost/cerrato_new/index.html#  Line: 550
04/10/2018, 01:10:06: Error: Uncaught ReferenceError: griglie is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 176
09/10/2018, 10:10:28: Error: Uncaught Error: Syntax error, unrecognized expression: unsupported pseudo: option, Script: http://localhost:8888/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
09/10/2018, 11:10:11: Error: Uncaught ReferenceError: totale is not defined, Script: http://localhost:8888/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
09/10/2018, 04:10:23: Error: Uncaught TypeError: Cannot read property 'dx' of null, Script: http://localhost/cerrato_new/index.html#  Line: 1038
09/10/2018, 04:10:07: Error: Uncaught SyntaxError: Unexpected token ., Script: http://localhost/cerrato_new/js/jquery-1.9.1.min.js  Line: 5
09/10/2018, 05:10:51: Error: Uncaught ReferenceError: sezione is not defined, Script: http://localhost/cerrato_new/index.html#  Line: 863
09/10/2018, 05:10:10: Error: Uncaught TypeError: Cannot read property 'sconto' of undefined, Script: http://localhost/cerrato_new/index.html#  Line: 987
16/10/2018, 12:10:42: Error: Uncaught SyntaxError: Unexpected token }, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 12:10:09: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 01:10:18: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 12:10:43: Error: Script error., Script:   Line: 0
